person_id,name,gender,date_of_birth,age,city,state,country
SYN_P_0942,Nisha Kumar,F,1998-01-27,60,Haridwar,Uttarakhand,India
SYN_P_0943,Nisha Sinha,M,2018-02-06,54,Mumbai,Maharashtra,India
SYN_P_0944,Muskan Chatterjee,F,1979-10-23,50,Surat,Gujarat,India
SYN_P_0945,Nikhil Verma,M,1973-10-21,54,Jaipur,Rajasthan,India
SYN_P_0946,Tanvi Dubey,F,2018-04-03,68,Hyderabad,Telangana,India
SYN_P_0947,Rishabh Arora,F,1973-07-10,54,Bengaluru,Karnataka,India
SYN_P_0948,Aditya Das,M,1974-06-04,39,Pune,Maharashtra,India
SYN_P_0949,Sameer Arora,F,2009-06-08,40,Bengaluru,Karnataka,India
SYN_P_0950,Rishabh Dubey,F,1995-08-26,31,Meerut,Uttar Pradesh,India
SYN_P_0951,Sneha Malhotra,F,2007-11-26,60,Surat,Gujarat,India
SYN_P_0952,Ayush Joshi,M,1974-11-23,50,Bhubaneswar,Odisha,India
SYN_P_0953,Shreya Yadav,M,2010-07-11,67,Ranchi,Jharkhand,India
SYN_P_0954,Kavya Jain,M,2014-12-01,32,Surat,Gujarat,India
SYN_P_0955,Rajat Sarkar,M,2019-01-08,46,Mumbai,Maharashtra,India
SYN_P_0956,Sameer Srivastava,F,2007-02-07,49,Ghaziabad,Uttar Pradesh,India
SYN_P_0957,Mohit Jain,M,1972-03-27,50,Haridwar,Uttarakhand,India
SYN_P_0958,Vikram Gupta,F,1988-02-12,26,Noida,Uttar Pradesh,India
SYN_P_0959,Sameer Chopra,F,1992-06-08,65,Ranchi,Jharkhand,India
SYN_P_0960,Rahul Chatterjee,M,1984-09-17,26,Meerut,Uttar Pradesh,India
SYN_P_0961,Abhishek Sarkar,F,1980-03-29,61,Delhi,Delhi,India
SYN_P_0962,Rohan Reddy,M,2002-07-24,54,Mumbai,Maharashtra,India
SYN_P_0963,Pranav Bansal,M,2004-06-16,45,Indore,Madhya Pradesh,India
SYN_P_0964,Swati Sarkar,M,2004-02-23,31,Meerut,Uttar Pradesh,India
SYN_P_0965,Saurabh Arora,M,2000-01-27,31,Patna,Bihar,India
SYN_P_0966,Aditi Mishra,M,1982-12-22,66,Kanpur,Uttar Pradesh,India
SYN_P_0967,Karan Saxena,F,1974-08-09,40,Bhubaneswar,Odisha,India
SYN_P_0968,Rishabh Reddy,F,1997-10-08,39,Chandigarh,Chandigarh,India
SYN_P_0969,Sneha Arora,M,1986-03-19,29,Hyderabad,Telangana,India
SYN_P_0970,Naveen Reddy,M,1988-03-14,60,Kanpur,Uttar Pradesh,India
SYN_P_0971,Rahul Gupta,M,1992-09-15,50,Chennai,Tamil Nadu,India
SYN_P_0972,Swati Kohli,F,2014-08-24,55,Kanpur,Uttar Pradesh,India
SYN_P_0973,Anurag Gill,F,1970-07-08,36,Mumbai,Maharashtra,India
SYN_P_0974,Yash Ghosh,F,1989-06-16,50,Chennai,Tamil Nadu,India
SYN_P_0975,Naveen Chatterjee,F,2006-10-18,26,Ahmedabad,Gujarat,India
SYN_P_0976,Neha Sethi,M,1970-08-04,56,Surat,Gujarat,India
SYN_P_0977,Vikram Gill,M,1994-12-14,24,Chandigarh,Chandigarh,India
SYN_P_0978,Kavya Banerjee,M,1986-08-01,24,Nagpur,Maharashtra,India
SYN_P_0979,Riya Chopra,M,2001-04-24,30,Indore,Madhya Pradesh,India
SYN_P_0980,Gaurav Nair,F,1972-11-28,42,Kanpur,Uttar Pradesh,India
SYN_P_0981,Neha Kapoor,M,1977-11-13,27,Kanpur,Uttar Pradesh,India
SYN_P_0982,Nikhil Joshi,M,2007-05-29,31,Indore,Madhya Pradesh,India
SYN_P_0983,Abhishek Menon,M,1995-07-07,50,Patna,Bihar,India
SYN_P_0984,Rajat Saxena,M,2002-04-25,26,Ahmedabad,Gujarat,India
SYN_P_0985,Nisha Reddy,F,1996-11-07,44,Nagpur,Maharashtra,India
SYN_P_0986,Akash Malhotra,M,2003-12-31,48,Delhi,Delhi,India
SYN_P_0987,Nisha Rana,F,1975-10-29,51,Bhubaneswar,Odisha,India
SYN_P_0988,Simran Iyer,M,1982-01-26,65,Bhopal,Madhya Pradesh,India
SYN_P_0989,Shreya Bansal,F,1994-08-15,54,Jaipur,Rajasthan,India
SYN_P_0990,Riya Naidu,M,2007-02-14,65,Surat,Gujarat,India
SYN_P_0991,Meera Mukherjee,M,1988-10-03,27,Kolkata,West Bengal,India
SYN_P_0992,Harsh Rao,M,2017-06-15,51,Ahmedabad,Gujarat,India
SYN_P_0993,Rahul Singh,F,1995-10-07,59,Nagpur,Maharashtra,India
SYN_P_0994,Shreya Gill,F,1998-05-24,54,Delhi,Delhi,India
SYN_P_0995,Sneha Tripathi,M,2001-09-30,60,Ranchi,Jharkhand,India
SYN_P_0996,Shreya Srivastava,F,2014-07-14,52,Jaipur,Rajasthan,India
SYN_P_0997,Anurag Mukherjee,M,1986-02-21,66,Jaipur,Rajasthan,India
SYN_P_0998,Nisha Verma,M,1996-01-23,21,Dehradun,Uttarakhand,India
SYN_P_0999,Ananya Banerjee,M,1980-08-09,50,Ranchi,Jharkhand,India
SYN_P_1000,Priya Tiwari,M,1980-07-31,60,Ghaziabad,Uttar Pradesh,India
SYN_P_1001,Rohan Bose,F,2007-03-14,23,Kolkata,West Bengal,India
SYN_P_1002,Yash Sarkar,F,1999-12-12,56,Meerut,Uttar Pradesh,India
SYN_P_1003,Yash Kohli,M,1989-01-18,61,Chennai,Tamil Nadu,India
SYN_P_1004,Abhishek Sinha,F,1988-01-19,37,Kanpur,Uttar Pradesh,India
SYN_P_1005,Naveen Jain,F,1976-02-01,40,Pune,Maharashtra,India
SYN_P_1006,Ankit Kumar,F,2015-06-17,21,Mumbai,Maharashtra,India
SYN_P_1007,Deepak Khanna,F,1980-03-19,42,Jaipur,Rajasthan,India
SYN_P_1008,Simran Pandey,M,2005-07-13,32,Surat,Gujarat,India
SYN_P_1009,Mohit Wadhwa,F,1987-05-29,42,Meerut,Uttar Pradesh,India
SYN_P_1010,Nikhil Deshmukh,F,2012-12-25,23,Dehradun,Uttarakhand,India
SYN_P_1011,Aditi Jadhav,F,1982-03-07,30,Patna,Bihar,India
SYN_P_1012,Ananya Rana,F,2011-04-29,50,Bengaluru,Karnataka,India
SYN_P_1013,Raj Srivastava,M,2007-02-20,54,Hyderabad,Telangana,India
SYN_P_1014,Riya Sethi,F,1996-11-08,56,Indore,Madhya Pradesh,India
SYN_P_1015,Arjun Kumar,M,2018-01-28,34,Mumbai,Maharashtra,India
SYN_P_1016,Deepak Deshmukh,F,1999-10-05,25,Bhopal,Madhya Pradesh,India
SYN_P_1017,Isha Ghosh,F,1983-05-25,22,Nagpur,Maharashtra,India
SYN_P_1018,Tanvi Patil,F,2000-06-05,61,Bhopal,Madhya Pradesh,India
SYN_P_1019,Deepak Iyer,M,2017-12-07,57,Nagpur,Maharashtra,India
SYN_P_1020,Aarav Agarwal,M,2004-12-13,59,Kolkata,West Bengal,India
SYN_P_1021,Rajat Kohli,F,1980-06-25,66,Meerut,Uttar Pradesh,India
SYN_P_1022,Aditya Sinha,M,1998-03-20,38,Pune,Maharashtra,India
SYN_P_1023,Arjun Rao,M,2007-02-17,52,Pune,Maharashtra,India
SYN_P_1024,Deepak Gupta,F,1991-04-28,49,Surat,Gujarat,India
SYN_P_1025,Shubham Nair,M,1997-02-24,54,Bhopal,Madhya Pradesh,India
SYN_P_1026,Sameer Wadhwa,M,1997-02-14,28,Kanpur,Uttar Pradesh,India
SYN_P_1027,Kavya Yadav,M,2003-07-29,33,Patna,Bihar,India
SYN_P_1028,Simran Chatterjee,F,1978-04-23,53,Ranchi,Jharkhand,India
SYN_P_1029,Simran Jain,F,1972-03-28,53,Haridwar,Uttarakhand,India
SYN_P_1030,Vikram Agarwal,M,1983-10-28,42,Bhopal,Madhya Pradesh,India
SYN_P_1031,Swati Bhatia,F,2013-05-17,41,Kolkata,West Bengal,India
SYN_P_1032,Naveen Kapoor,M,1982-11-09,54,Ghaziabad,Uttar Pradesh,India
SYN_P_1033,Vikram Joshi,M,1981-11-27,67,Patna,Bihar,India
SYN_P_1034,Nikhil Sinha,F,1973-04-12,45,Lucknow,Uttar Pradesh,India
SYN_P_1035,Aditi Iyer,M,2016-11-11,21,Mumbai,Maharashtra,India
SYN_P_1036,Sneha Rana,M,1997-11-25,64,Meerut,Uttar Pradesh,India
SYN_P_1037,Rishabh Bhatia,F,1977-10-24,50,Chandigarh,Chandigarh,India
SYN_P_1038,Tanvi Jain,M,1974-02-20,54,Haridwar,Uttarakhand,India
SYN_P_1039,Pranav Kohli,M,1998-01-13,57,Meerut,Uttar Pradesh,India
SYN_P_1040,Vivaan Das,M,1998-01-02,41,Kanpur,Uttar Pradesh,India
